FREQ,Frequency,L_MEASURE,Measure,L_REP_CTY,Reporting country,CBS_BANK_TYPE,CBS bank type,CBS_BASIS,CBS reporting basis,L_POSITION,Balance sheet position,L_INSTR,Type of instruments,REM_MATURITY,Remaining maturity,CURR_TYPE_BOOK,Currency type of booking location,L_CP_SECTOR,Counterparty sector,L_CP_COUNTRY,Counterparty country,COLLECTION,Collection Indicator,Series,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,C,Total claims,V,Derivatives,A,Total (all maturities),TO1,All currencies,A,All sectors,BR,Brazil,,,Q:S:5A:4R:U:C:V:A:TO1:A:BR,13871.787,8679.598,10303.520,8346.808,9446.113,9505.311,7682.271,7401.597,7085.586,8218.843,7400.182,7048.184,14167.916,11122.870,10790.069,9736.280,11195.453,12143.172,8408.528,8927.306,16745.003,10529.818,11321.704
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,C,Total claims,V,Derivatives,A,Total (all maturities),TO1,All currencies,A,All sectors,CA,Canada,,,Q:S:5A:4R:U:C:V:A:TO1:A:CA,52405.912,50171.072,47119.658,46120.471,46054.475,48038.201,45910.905,51589.264,46965.697,48323.499,52042.394,47981.852,80247.816,48182.355,42750.671,51863.751,40342.472,40021.810,37458.974,34978.619,39868.261,48046.988,74039.659
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,C,Total claims,V,Derivatives,A,Total (all maturities),TO1,All currencies,A,All sectors,CH,Switzerland,,,Q:S:5A:4R:U:C:V:A:TO1:A:CH,34725.943,38574.862,39741.945,32650.389,34161.140,29474.562,31148.728,31868.882,31173.438,30898.750,34624.286,34371.514,53372.610,42367.499,41426.376,49369.724,45603.183,37216.280,38291.505,34965.602,43351.392,55143.069,64039.993
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,C,Total claims,V,Derivatives,A,Total (all maturities),TO1,All currencies,A,All sectors,CN,China,,,Q:S:5A:4R:U:C:V:A:TO1:A:CN,16277.666,14612.134,16717.979,16362.128,21521.514,17511.498,20391.517,17969.541,13816.174,15547.380,21701.133,14143.098,24601.191,18881.837,22198.282,30539.718,22084.006,20076.517,17131.219,19222.874,22628.736,22340.139,33292.981
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,C,Total claims,V,Derivatives,A,Total (all maturities),TO1,All currencies,A,All sectors,DE,Germany,,,Q:S:5A:4R:U:C:V:A:TO1:A:DE,219838.650,207937.740,206337.243,204626.966,205530.856,176552.677,184094.529,196934.354,216124.047,233102.655,268164.698,199464.626,259077.713,240969.033,238643.488,262221.413,224666.830,220569.752,222643.854,206225.239,211444.354,229719.480,258860.195
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,C,Total claims,V,Derivatives,A,Total (all maturities),TO1,All currencies,A,All sectors,ES,Spain,,,Q:S:5A:4R:U:C:V:A:TO1:A:ES,32268.932,31854.150,32711.154,30038.147,28737.440,24815.561,25822.552,29401.221,30303.200,31112.550,34635.028,30001.768,36883.356,35182.316,35560.455,39196.235,33362.195,33699.052,37085.246,35824.998,38554.686,35920.336,40722.616
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,C,Total claims,V,Derivatives,A,Total (all maturities),TO1,All currencies,A,All sectors,GB,United Kingdom,,,Q:S:5A:4R:U:C:V:A:TO1:A:GB,688473.175,692710.298,673569.795,690191.946,677450.584,677973.645,616171.443,618356.051,636376.389,738841.241,854653.000,686068.874,927815.077,868724.879,833208.863,848394.000,669316.316,636247.409,617281.132,591038.622,676949.125,824001.244,1042500.597
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,C,Total claims,V,Derivatives,A,Total (all maturities),TO1,All currencies,A,All sectors,GR,Greece,,,Q:S:5A:4R:U:C:V:A:TO1:A:GR,3856.261,3897.674,3918.358,3967.917,3886.236,3602.949,3236.048,4173.568,6252.121,8681.935,11394.089,8196.068,10704.585,11450.552,11724.536,11733.358,8318.579,8127.359,8002.862,6087.861,4389.683,4114.345,4237.794
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,C,Total claims,V,Derivatives,A,Total (all maturities),TO1,All currencies,A,All sectors,IN,India,,,Q:S:5A:4R:U:C:V:A:TO1:A:IN,9422.236,6118.398,4759.668,5786.813,3620.768,4795.663,7162.228,5089.392,5744.913,5466.462,5177.718,3750.751,8617.693,6914.660,4689.230,5231.256,4751.604,4084.000,4763.586,4395.767,5582.557,9100.797,9590.021
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,C,Total claims,V,Derivatives,A,Total (all maturities),TO1,All currencies,A,All sectors,IT,Italy,,,Q:S:5A:4R:U:C:V:A:TO1:A:IT,61039.303,60223.629,60105.280,57462.452,57798.729,52877.439,50481.928,51885.741,57106.389,62303.283,70823.963,60114.211,68008.041,69757.103,72421.391,75527.498,60675.981,63012.546,62062.714,57950.286,46900.954,36790.749,32175.759
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,C,Total claims,V,Derivatives,A,Total (all maturities),TO1,All currencies,A,All sectors,MX,Mexico,,,Q:S:5A:4R:U:C:V:A:TO1:A:MX,15496.586,14295.423,12812.820,13985.009,14333.561,13377.711,12154.553,12842.229,10679.536,12192.652,12861.981,12409.127,22837.206,21438.913,18313.259,19356.831,12856.639,12554.552,12097.724,11495.582,11764.934,14362.996,16451.967
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,C,Total claims,V,Derivatives,A,Total (all maturities),TO1,All currencies,A,All sectors,NL,Netherlands,,,Q:S:5A:4R:U:C:V:A:TO1:A:NL,86338.409,84275.961,82934.146,76732.878,76071.498,67903.220,62143.479,64668.363,69516.879,75257.694,96945.651,74664.164,80611.905,76816.402,77669.969,78668.556,74068.469,68773.821,67594.305,62119.784,74993.631,105360.032,132186.559
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,C,Total claims,V,Derivatives,A,Total (all maturities),TO1,All currencies,A,All sectors,SG,Singapore,,,Q:S:5A:4R:U:C:V:A:TO1:A:SG,16564.022,16762.199,13786.762,14725.570,14339.264,13140.588,12893.486,14294.696,11121.179,12508.135,17019.814,14498.677,28974.127,19015.338,17637.313,22621.440,18934.221,15456.436,17200.702,17066.409,21919.600,26270.962,31543.168
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,C,Total claims,V,Derivatives,A,Total (all maturities),TO1,All currencies,A,All sectors,US,United States,,,Q:S:5A:4R:U:C:V:A:TO1:A:US,470559.508,474990.638,460268.917,442497.991,425753.934,414224.102,412855.935,417986.139,411391.140,440429.371,496299.178,417221.854,639779.846,537476.322,547249.424,570629.738,485868.992,464416.228,455411.265,458103.200,498625.422,538983.984,633747.283
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,D,Cross-border claims,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,3P,All countries excluding residents,,,Q:S:5A:4R:U:D:A:A:TO1:A:3P,12444592.185,12699547.216,13034083.273,13123275.669,13856178.048,13478710.149,13573848.285,13330375.197,14233984.571,14471589.525,14483004.644,14349813.700,15138739.372,15049008.329,15313802.777,15786731.300,16143552.558,15996316.507,16071363.904,15894333.943,16275986.864,15443330.091,15099170.546
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,D,Cross-border claims,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,AT,Austria,,,Q:S:5A:4R:U:D:A:A:TO1:A:AT,108196.296,111881.510,113934.143,102418.007,118437.605,105494.026,107071.882,100009.481,99773.772,103661.167,101406.193,103253.236,113369.825,112483.933,113877.054,115101.256,118597.380,120267.996,119592.273,109907.251,115621.526,113716.649,113923.194
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,D,Cross-border claims,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,AU,Australia,,,Q:S:5A:4R:U:D:A:A:TO1:A:AU,211038.503,212263.841,216696.360,218968.799,224034.240,211148.234,216138.558,211076.089,210895.016,215549.148,215213.028,217876.739,208648.783,222405.837,228707.185,253957.579,241812.248,237984.771,237516.069,235767.857,257513.333,243597.980,228896.626
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,D,Cross-border claims,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,BE,Belgium,,,Q:S:5A:4R:U:D:A:A:TO1:A:BE,200319.683,208815.772,201527.676,202083.638,215670.161,200579.853,198632.998,182248.289,198469.867,206261.293,202151.363,183732.329,208045.786,202557.222,195432.846,198336.892,210796.255,221640.659,212501.435,200924.707,217376.193,216487.562,200325.626
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,D,Cross-border claims,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,BR,Brazil,,,Q:S:5A:4R:U:D:A:A:TO1:A:BR,153458.743,133240.081,137313.631,130414.899,149749.747,127588.403,129338.654,131134.200,144792.573,153662.493,149929.784,144133.465,133617.266,128618.796,118986.133,127004.144,125625.038,126255.282,119289.262,136112.375,137579.704,135396.382,155115.460
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,D,Cross-border claims,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,CA,Canada,,,Q:S:5A:4R:U:D:A:A:TO1:A:CA,264592.461,275419.941,281774.574,292599.735,306071.421,297789.098,298943.272,300183.474,299751.670,311836.341,309140.966,318810.290,338758.393,344262.591,343549.714,373747.703,384094.863,409568.066,401263.671,411980.435,434168.464,429220.837,415060.724
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,D,Cross-border claims,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,CH,Switzerland,,,Q:S:5A:4R:U:D:A:A:TO1:A:CH,249276.380,250153.952,265766.958,264912.477,282804.230,273064.135,273570.699,249134.700,256110.063,271076.308,269957.632,239288.182,268612.067,245319.798,242106.423,248039.784,254078.096,249838.236,254476.167,277548.845,277344.180,272333.094,285940.934
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,D,Cross-border claims,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,CN,China,,,Q:S:5A:4R:U:D:A:A:TO1:A:CN,425142.080,465013.994,501033.616,497731.518,514868.764,488546.777,484053.543,461700.157,475297.595,486233.917,475125.924,473379.404,477562.825,483317.771,485470.520,515444.455,538011.358,539469.208,525609.392,524955.411,497378.776,493157.589,457591.206
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,D,Cross-border claims,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,DE,Germany,,,Q:S:5A:4R:U:D:A:A:TO1:A:DE,757249.383,762228.127,783363.249,789148.041,836703.995,850536.458,808052.327,741651.071,764510.311,779729.335,765834.190,716234.126,785756.713,820897.077,834827.608,813044.003,838278.818,825238.243,819807.176,817807.281,839849.879,786403.831,744560.519
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,D,Cross-border claims,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,ES,Spain,,,Q:S:5A:4R:U:D:A:A:TO1:A:ES,280668.665,291913.516,303922.231,300337.888,305482.265,289420.845,294050.234,286422.675,303981.967,323993.232,330948.657,336801.192,345072.087,380113.120,384428.668,388805.142,389645.426,397559.544,388896.043,379014.669,368597.894,336674.646,324071.016
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,D,Cross-border claims,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,GB,United Kingdom,,,Q:S:5A:4R:U:D:A:A:TO1:A:GB,834510.964,839811.080,874717.301,860191.065,952955.273,938625.043,932049.114,864289.489,958565.399,928635.423,926883.702,909056.514,955599.162,943618.883,944953.681,979467.805,968819.094,931898.892,927238.184,877854.006,903346.493,870282.793,847938.825
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,D,Cross-border claims,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,GR,Greece,,,Q:S:5A:4R:U:D:A:A:TO1:A:GR,28345.140,24981.287,24052.735,24152.745,28383.336,29209.817,30061.598,29609.575,27373.293,26606.568,25877.603,26953.325,26500.151,16443.558,14525.003,16400.108,15858.253,17789.706,16074.838,15651.604,16108.829,16586.517,15386.299
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,D,Cross-border claims,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,IN,India,,,Q:S:5A:4R:U:D:A:A:TO1:A:IN,146987.420,149491.885,155265.879,164027.147,160569.341,148289.309,142158.585,141019.382,147984.577,146846.368,137839.351,133659.285,124174.861,120765.975,116514.168,121269.624,119323.593,122253.991,123227.276,129021.719,126605.572,118240.402,116874.721
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,D,Cross-border claims,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,IT,Italy,,,Q:S:5A:4R:U:D:A:A:TO1:A:IT,288421.816,298427.403,312496.730,305368.092,339191.292,328461.413,329978.360,316707.247,349840.955,381728.372,370248.795,354988.878,353361.255,385610.154,388345.708,400983.502,412896.993,413251.611,396185.609,376783.395,377918.178,378232.248,346614.550
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,D,Cross-border claims,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,MX,Mexico,,,Q:S:5A:4R:U:D:A:A:TO1:A:MX,79063.247,82788.201,84577.402,78641.847,81538.874,78629.398,82642.396,81665.774,85987.547,83794.082,77845.656,83588.009,83427.212,70630.267,69921.013,73440.826,74231.060,74904.529,74225.565,74550.926,77124.653,76730.124,75291.308
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,D,Cross-border claims,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,NL,Netherlands,,,Q:S:5A:4R:U:D:A:A:TO1:A:NL,396191.023,402301.456,409809.846,399902.064,435441.406,408486.909,416258.974,390458.856,413766.077,420734.564,416920.225,408109.321,424054.542,422228.748,440952.656,440599.946,429039.438,426594.020,434111.575,407833.283,416689.621,364011.477,351161.921
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,D,Cross-border claims,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,SG,Singapore,,,Q:S:5A:4R:U:D:A:A:TO1:A:SG,149083.476,148050.094,158653.256,166268.603,173372.720,172923.645,164590.642,158592.201,170560.400,168615.334,161097.131,169730.022,180977.656,186758.576,189881.873,197111.562,201515.839,196943.158,201877.714,211358.776,238329.040,227614.222,234828.428
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,D,Cross-border claims,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,US,United States,,,Q:S:5A:4R:U:D:A:A:TO1:A:US,2507612.842,2571452.082,2599758.101,2645604.666,2835925.603,2734425.949,2822470.710,2850618.760,3106804.530,3114530.034,3201217.020,3230863.823,3505306.332,3389891.985,3421592.249,3588832.684,3773618.451,3661668.537,3750969.296,3832184.280,3900573.124,3567857.827,3482225.129
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,W,Guarantees extended,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,3P,All countries excluding residents,,,Q:S:5A:4R:U:W:A:A:TO1:A:3P,3429847.347,3305687.568,3380388.147,3211516.298,3334791.377,3041869.734,3074542.654,3004924.016,3065791.937,3209918.583,3244941.541,3209874.910,3384190.739,3069099.410,3286648.631,3166651.469,3347725.781,3258907.970,3402776.484,3478574.747,3862767.764,3583941.489,3614764.561
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,W,Guarantees extended,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,AT,Austria,,,Q:S:5A:4R:U:W:A:A:TO1:A:AT,24420.869,23835.115,23973.879,23450.735,22367.249,21002.878,20279.969,20239.723,17819.489,16847.697,16636.139,17448.129,17184.167,16743.256,17923.111,18548.900,19493.363,18701.771,18475.914,20171.349,19344.933,18035.013,16845.325
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,W,Guarantees extended,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,AU,Australia,,,Q:S:5A:4R:U:W:A:A:TO1:A:AU,57879.689,54918.213,53782.355,51872.302,51144.076,48143.110,52488.809,47345.144,48119.682,46778.252,45416.707,44612.285,44091.309,43078.363,43547.244,42452.254,44066.526,41454.863,42323.012,41768.499,44390.588,41965.316,41355.400
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,W,Guarantees extended,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,BE,Belgium,,,Q:S:5A:4R:U:W:A:A:TO1:A:BE,35797.929,36518.400,37772.678,38186.031,39653.642,37561.385,37566.916,37080.390,34392.319,33075.109,32341.194,31848.706,31085.694,30820.295,32252.917,32685.319,31935.407,31737.643,31099.417,34507.614,35587.985,33730.470,33130.595
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,W,Guarantees extended,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,BR,Brazil,,,Q:S:5A:4R:U:W:A:A:TO1:A:BR,52768.996,52340.646,57139.184,54403.083,50246.624,49554.769,52384.580,50330.309,52412.827,52220.260,50852.871,49287.039,44347.879,38819.646,41730.117,40834.713,41842.864,41339.937,39362.342,37763.220,39332.192,38248.395,40059.147
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,W,Guarantees extended,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,CA,Canada,,,Q:S:5A:4R:U:W:A:A:TO1:A:CA,47288.825,45555.036,52230.032,46607.699,46881.154,47283.649,45066.229,45961.187,46481.141,44771.567,44939.877,43928.480,47393.391,44107.954,45184.503,43282.970,42232.731,42285.029,40847.954,43405.497,45825.445,41910.897,41617.125
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,W,Guarantees extended,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,CH,Switzerland,,,Q:S:5A:4R:U:W:A:A:TO1:A:CH,105236.050,100705.139,103821.747,103412.308,101224.284,93645.314,89733.079,89610.940,83686.106,85315.346,83134.362,77460.359,76460.605,71703.842,81841.364,78226.470,82890.859,82021.085,88400.659,89666.967,95113.809,89908.277,88037.403
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,W,Guarantees extended,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,CN,China,,,Q:S:5A:4R:U:W:A:A:TO1:A:CN,83501.463,77322.380,81756.358,83653.537,86704.908,90062.850,91661.984,85505.470,86736.625,87400.624,87060.596,88677.923,90348.813,84625.018,91159.373,92996.254,98221.086,95625.088,97588.663,96881.778,100964.048,94795.984,93322.916
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,W,Guarantees extended,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,DE,Germany,,,Q:S:5A:4R:U:W:A:A:TO1:A:DE,216487.131,203692.874,205795.185,220962.240,217423.716,175766.540,169824.843,165065.886,158772.593,158856.797,171756.484,168973.117,179243.258,166221.081,185165.495,176799.749,183791.550,175541.332,178711.008,172406.038,190682.141,177478.651,180637.103
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,W,Guarantees extended,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,ES,Spain,,,Q:S:5A:4R:U:W:A:A:TO1:A:ES,87842.705,83330.283,85847.887,83899.482,84452.100,73503.655,70664.760,72900.512,70642.779,72091.131,71568.940,70830.363,68953.282,68789.283,75771.384,75812.680,76219.832,73352.478,75770.377,75103.290,80167.342,76247.964,77336.913
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,W,Guarantees extended,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,GB,United Kingdom,,,Q:S:5A:4R:U:W:A:A:TO1:A:GB,367397.923,350478.816,369588.769,347315.687,363373.140,318706.586,325176.228,293517.931,293776.555,297554.875,298055.466,267054.594,319201.091,274536.001,307084.676,280763.888,310174.651,286987.282,294718.364,288503.352,333547.137,278204.715,287312.824
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,W,Guarantees extended,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,GR,Greece,,,Q:S:5A:4R:U:W:A:A:TO1:A:GR,5835.716,5708.188,5853.429,5820.751,5907.947,5383.482,5208.210,5867.310,5942.100,6874.229,7030.667,6655.143,8317.222,6529.941,6631.717,7533.753,7466.793,7019.304,7323.875,7902.028,8229.164,8172.468,8178.869
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,W,Guarantees extended,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,IN,India,,,Q:S:5A:4R:U:W:A:A:TO1:A:IN,21378.651,19786.166,20214.051,21613.075,22092.983,22355.353,23169.496,23289.710,24775.585,25167.174,26642.307,26271.511,25303.472,24796.997,26321.317,26272.276,27290.573,26208.115,27468.728,28165.892,28227.117,26589.192,28465.603
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,W,Guarantees extended,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,IT,Italy,,,Q:S:5A:4R:U:W:A:A:TO1:A:IT,166354.302,170944.303,171667.095,166931.824,173802.631,149757.073,148955.277,146081.320,139834.706,143051.963,136532.896,134822.926,139193.269,134327.677,142196.262,141357.972,139060.636,134732.812,133575.373,133613.575,138818.703,132760.737,128541.453
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,W,Guarantees extended,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,MX,Mexico,,,Q:S:5A:4R:U:W:A:A:TO1:A:MX,38623.316,39513.877,38757.119,38170.237,38272.410,40811.214,42502.814,42007.717,41682.656,41041.592,44921.030,44346.193,43196.962,41270.845,42033.831,38241.902,39988.352,39766.497,39767.418,38436.321,38887.370,37679.395,38202.603
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,W,Guarantees extended,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,NL,Netherlands,,,Q:S:5A:4R:U:W:A:A:TO1:A:NL,110700.959,109523.518,112283.267,111427.209,109671.368,99457.621,95347.072,91899.826,90303.952,93921.904,94743.826,83555.131,87280.150,82362.195,93468.457,87530.528,92754.589,90172.925,94165.916,93156.355,106042.507,99226.001,101057.087
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,W,Guarantees extended,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,SG,Singapore,,,Q:S:5A:4R:U:W:A:A:TO1:A:SG,45850.169,42529.876,44799.799,45946.567,47147.274,50895.771,55117.544,51619.880,48673.782,53405.271,51504.246,52984.328,45666.313,42066.637,42621.212,44767.062,51372.518,50220.126,50051.189,53076.837,54415.856,58412.733,51157.303
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,W,Guarantees extended,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,US,United States,,,Q:S:5A:4R:U:W:A:A:TO1:A:US,625995.519,585643.378,587144.394,532024.725,549712.821,475635.137,496861.702,497051.032,531276.032,591456.969,602665.475,583620.835,695681.755,611049.562,691961.185,588078.286,668261.875,612056.168,699283.008,693963.520,826465.459,730722.757,755959.118
Q,Quarterly,S,Amounts outstanding / Stocks,5A,All reporting countries,4R,"Domestic banks(4B), excl. domestic positions",U,Guarantor basis,X,Credit commitments,A,All instruments,A,Total (all maturities),TO1,All currencies,A,All sectors,3P,All countries excluding residents,,,Q:S:5A:4R:U:X:A:A:TO1:A:3P,4624285.666,4755061.488,4385380.357,4476814.931,4791781.829,4688249.873,4759965.897,4646659.202,4856360.606,4884944.718,4889579.251,4914042.780,4681095.220,4967671.651,5254802.766,5351467.145,5614386.495,5694658.962,5709846.901,5511024.688,5782374.503,5608458.021,5485437.500
