Frequency,Issuer residence,Issuer nationality,Issue market,Issue currency group,ISSUE_CUR,Issue currency,Measure,Series,Quaterlly_per_year,Outstanding_Debt_Sec
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,NZD,New Zealand Dollar,Amounts outstanding,Q:3P:3P:1:1:C:A:A:NZD:A:A:A:A:A:I,2017-Q3,44737.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,PHP,Philippine Peso,Amounts outstanding,Q:3P:3P:1:1:C:A:A:PHP:A:A:A:A:A:I,2017-Q3,3489.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,PKR,Pakistan Rupee,Amounts outstanding,Q:3P:3P:1:1:C:A:A:PKR:A:A:A:A:A:I,2017-Q3,5.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,PLN,Zloty,Amounts outstanding,Q:3P:3P:1:1:C:A:A:PLN:A:A:A:A:A:I,2017-Q3,8002.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,PTE,Portuguese Escudo,Amounts outstanding,Q:3P:3P:1:1:C:A:A:PTE:A:A:A:A:A:I,2017-Q3,8.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,RUB,Russian rouble,Amounts outstanding,Q:3P:3P:1:1:C:A:A:RUB:A:A:A:A:A:I,2017-Q3,19662.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,SAR,Saudi Riyal,Amounts outstanding,Q:3P:3P:1:1:C:A:A:SAR:A:A:A:A:A:I,2017-Q3,3799.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,SEK,Swedish Krona,Amounts outstanding,Q:3P:3P:1:1:C:A:A:SEK:A:A:A:A:A:I,2017-Q3,102815.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,SGD,Singapore Dollar,Amounts outstanding,Q:3P:3P:1:1:C:A:A:SGD:A:A:A:A:A:I,2017-Q3,42576.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,SKK,Slovak Koruna,Amounts outstanding,Q:3P:3P:1:1:C:A:A:SKK:A:A:A:A:A:I,2017-Q3,836.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,THB,Baht,Amounts outstanding,Q:3P:3P:1:1:C:A:A:THB:A:A:A:A:A:I,2017-Q3,4417.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,TO1,Total all currencies,Amounts outstanding,Q:3P:3P:1:1:C:A:A:TO1:A:A:A:A:A:I,2017-Q3,23093163.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,TRY,New Turkish Lira,Amounts outstanding,Q:3P:3P:1:1:C:A:A:TRY:A:A:A:A:A:I,2017-Q3,26672.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,TWD,New Taiwan Dollar,Amounts outstanding,Q:3P:3P:1:1:C:A:A:TWD:A:A:A:A:A:I,2017-Q3,373.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,USD,US Dollar,Amounts outstanding,Q:3P:3P:1:1:C:A:A:USD:A:A:A:A:A:I,2017-Q3,10448607.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,VEF,Bolivar Fuerte,Amounts outstanding,Q:3P:3P:1:1:C:A:A:VEF:A:A:A:A:A:I,2017-Q3,
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,AED,UAE Dirham,Amounts outstanding,Q:3P:3P:1:1:C:A:A:AED:A:A:A:A:A:I,2017-Q4,1517.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,ARS,Argentine Peso,Amounts outstanding,Q:3P:3P:1:1:C:A:A:ARS:A:A:A:A:A:I,2017-Q4,2093.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,ATS,Austrian Schilling,Amounts outstanding,Q:3P:3P:1:1:C:A:A:ATS:A:A:A:A:A:I,2017-Q4,16.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,AUD,Australian Dollar,Amounts outstanding,Q:3P:3P:1:1:C:A:A:AUD:A:A:A:A:A:I,2017-Q4,285063.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,BHD,Bahraini Dinar,Amounts outstanding,Q:3P:3P:1:1:C:A:A:BHD:A:A:A:A:A:I,2017-Q4,
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,BRL,Brazilian Real,Amounts outstanding,Q:3P:3P:1:1:C:A:A:BRL:A:A:A:A:A:I,2017-Q4,27571.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,BYR,Belarusian Ruble,Amounts outstanding,Q:3P:3P:1:1:C:A:A:BYR:A:A:A:A:A:I,2017-Q4,
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,CAD,Canadian Dollar,Amounts outstanding,Q:3P:3P:1:1:C:A:A:CAD:A:A:A:A:A:I,2017-Q4,140219.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,CHF,Swiss Franc,Amounts outstanding,Q:3P:3P:1:1:C:A:A:CHF:A:A:A:A:A:I,2017-Q4,209466.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,CLP,Chilean Peso,Amounts outstanding,Q:3P:3P:1:1:C:A:A:CLP:A:A:A:A:A:I,2017-Q4,1823.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,CNY,Renminbi,Amounts outstanding,Q:3P:3P:1:1:C:A:A:CNY:A:A:A:A:A:I,2017-Q4,102260.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,COP,Colombian Peso,Amounts outstanding,Q:3P:3P:1:1:C:A:A:COP:A:A:A:A:A:I,2017-Q4,7314.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,CZK,Czech Koruna,Amounts outstanding,Q:3P:3P:1:1:C:A:A:CZK:A:A:A:A:A:I,2017-Q4,8388.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,DEM,Deutsche Mark,Amounts outstanding,Q:3P:3P:1:1:C:A:A:DEM:A:A:A:A:A:I,2017-Q4,4972.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,DKK,Danish Krone,Amounts outstanding,Q:3P:3P:1:1:C:A:A:DKK:A:A:A:A:A:I,2017-Q4,3616.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,EGP,Egyptian Pound,Amounts outstanding,Q:3P:3P:1:1:C:A:A:EGP:A:A:A:A:A:I,2017-Q4,2326.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,ESP,Spanish Peseta,Amounts outstanding,Q:3P:3P:1:1:C:A:A:ESP:A:A:A:A:A:I,2017-Q4,621.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,EUR,Euro,Amounts outstanding,Q:3P:3P:1:1:C:A:A:EUR:A:A:A:A:A:I,2017-Q4,9164583.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,FIM,Finnish Markka,Amounts outstanding,Q:3P:3P:1:1:C:A:A:FIM:A:A:A:A:A:I,2017-Q4,192.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,FRF,French Franc,Amounts outstanding,Q:3P:3P:1:1:C:A:A:FRF:A:A:A:A:A:I,2017-Q4,2712.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,GBP,Pound Sterling,Amounts outstanding,Q:3P:3P:1:1:C:A:A:GBP:A:A:A:A:A:I,2017-Q4,1940900.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,HKD,Hong Kong Dollar,Amounts outstanding,Q:3P:3P:1:1:C:A:A:HKD:A:A:A:A:A:I,2017-Q4,89477.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,HRK,Kuna,Amounts outstanding,Q:3P:3P:1:1:C:A:A:HRK:A:A:A:A:A:I,2017-Q4,185.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,HUF,Forint,Amounts outstanding,Q:3P:3P:1:1:C:A:A:HUF:A:A:A:A:A:I,2017-Q4,1326.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,IDR,Rupiah,Amounts outstanding,Q:3P:3P:1:1:C:A:A:IDR:A:A:A:A:A:I,2017-Q4,13132.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,ILS,New shekel,Amounts outstanding,Q:3P:3P:1:1:C:A:A:ILS:A:A:A:A:A:I,2017-Q4,821.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,INR,Indian Rupee,Amounts outstanding,Q:3P:3P:1:1:C:A:A:INR:A:A:A:A:A:I,2017-Q4,18475.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,ISK,Icelandic krona,Amounts outstanding,Q:3P:3P:1:1:C:A:A:ISK:A:A:A:A:A:I,2017-Q4,1940.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,ITL,Italian Lira,Amounts outstanding,Q:3P:3P:1:1:C:A:A:ITL:A:A:A:A:A:I,2017-Q4,10998.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,JPY,Yen,Amounts outstanding,Q:3P:3P:1:1:C:A:A:JPY:A:A:A:A:A:I,2017-Q4,425327.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,KRW,Won,Amounts outstanding,Q:3P:3P:1:1:C:A:A:KRW:A:A:A:A:A:I,2017-Q4,967.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,LBP,Lebanese Pound,Amounts outstanding,Q:3P:3P:1:1:C:A:A:LBP:A:A:A:A:A:I,2017-Q4,
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,MXN,Mexican Peso,Amounts outstanding,Q:3P:3P:1:1:C:A:A:MXN:A:A:A:A:A:I,2017-Q4,25540.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,MYR,Malaysian Ringgit,Amounts outstanding,Q:3P:3P:1:1:C:A:A:MYR:A:A:A:A:A:I,2017-Q4,2036.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,NOK,Norwegian Krone,Amounts outstanding,Q:3P:3P:1:1:C:A:A:NOK:A:A:A:A:A:I,2017-Q4,58192.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,NZD,New Zealand Dollar,Amounts outstanding,Q:3P:3P:1:1:C:A:A:NZD:A:A:A:A:A:I,2017-Q4,41732.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,PHP,Philippine Peso,Amounts outstanding,Q:3P:3P:1:1:C:A:A:PHP:A:A:A:A:A:I,2017-Q4,3318.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,PKR,Pakistan Rupee,Amounts outstanding,Q:3P:3P:1:1:C:A:A:PKR:A:A:A:A:A:I,2017-Q4,10.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,PLN,Zloty,Amounts outstanding,Q:3P:3P:1:1:C:A:A:PLN:A:A:A:A:A:I,2017-Q4,9155.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,PTE,Portuguese Escudo,Amounts outstanding,Q:3P:3P:1:1:C:A:A:PTE:A:A:A:A:A:I,2017-Q4,8.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,RUB,Russian rouble,Amounts outstanding,Q:3P:3P:1:1:C:A:A:RUB:A:A:A:A:A:I,2017-Q4,19685.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,SAR,Saudi Riyal,Amounts outstanding,Q:3P:3P:1:1:C:A:A:SAR:A:A:A:A:A:I,2017-Q4,3799.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,SEK,Swedish Krona,Amounts outstanding,Q:3P:3P:1:1:C:A:A:SEK:A:A:A:A:A:I,2017-Q4,102961.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,SGD,Singapore Dollar,Amounts outstanding,Q:3P:3P:1:1:C:A:A:SGD:A:A:A:A:A:I,2017-Q4,43039.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,SKK,Slovak Koruna,Amounts outstanding,Q:3P:3P:1:1:C:A:A:SKK:A:A:A:A:A:I,2017-Q4,825.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,THB,Baht,Amounts outstanding,Q:3P:3P:1:1:C:A:A:THB:A:A:A:A:A:I,2017-Q4,3739.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,TO1,Total all currencies,Amounts outstanding,Q:3P:3P:1:1:C:A:A:TO1:A:A:A:A:A:I,2017-Q4,23479404.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,TRY,New Turkish Lira,Amounts outstanding,Q:3P:3P:1:1:C:A:A:TRY:A:A:A:A:A:I,2017-Q4,28198.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,TWD,New Taiwan Dollar,Amounts outstanding,Q:3P:3P:1:1:C:A:A:TWD:A:A:A:A:A:I,2017-Q4,381.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,USD,US Dollar,Amounts outstanding,Q:3P:3P:1:1:C:A:A:USD:A:A:A:A:A:I,2017-Q4,10599955.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,VEF,Bolivar Fuerte,Amounts outstanding,Q:3P:3P:1:1:C:A:A:VEF:A:A:A:A:A:I,2017-Q4,
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,AED,UAE Dirham,Amounts outstanding,Q:3P:3P:1:1:C:A:A:AED:A:A:A:A:A:I,2018-Q1,966.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,ARS,Argentine Peso,Amounts outstanding,Q:3P:3P:1:1:C:A:A:ARS:A:A:A:A:A:I,2018-Q1,2097.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,ATS,Austrian Schilling,Amounts outstanding,Q:3P:3P:1:1:C:A:A:ATS:A:A:A:A:A:I,2018-Q1,16.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,AUD,Australian Dollar,Amounts outstanding,Q:3P:3P:1:1:C:A:A:AUD:A:A:A:A:A:I,2018-Q1,285404.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,BHD,Bahraini Dinar,Amounts outstanding,Q:3P:3P:1:1:C:A:A:BHD:A:A:A:A:A:I,2018-Q1,
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,BRL,Brazilian Real,Amounts outstanding,Q:3P:3P:1:1:C:A:A:BRL:A:A:A:A:A:I,2018-Q1,26928.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,BYR,Belarusian Ruble,Amounts outstanding,Q:3P:3P:1:1:C:A:A:BYR:A:A:A:A:A:I,2018-Q1,
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,CAD,Canadian Dollar,Amounts outstanding,Q:3P:3P:1:1:C:A:A:CAD:A:A:A:A:A:I,2018-Q1,140127.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,CHF,Swiss Franc,Amounts outstanding,Q:3P:3P:1:1:C:A:A:CHF:A:A:A:A:A:I,2018-Q1,210899.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,CLP,Chilean Peso,Amounts outstanding,Q:3P:3P:1:1:C:A:A:CLP:A:A:A:A:A:I,2018-Q1,1695.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,CNY,Renminbi,Amounts outstanding,Q:3P:3P:1:1:C:A:A:CNY:A:A:A:A:A:I,2018-Q1,109046.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,COP,Colombian Peso,Amounts outstanding,Q:3P:3P:1:1:C:A:A:COP:A:A:A:A:A:I,2018-Q1,7349.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,CZK,Czech Koruna,Amounts outstanding,Q:3P:3P:1:1:C:A:A:CZK:A:A:A:A:A:I,2018-Q1,8319.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,DEM,Deutsche Mark,Amounts outstanding,Q:3P:3P:1:1:C:A:A:DEM:A:A:A:A:A:I,2018-Q1,5113.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,DKK,Danish Krone,Amounts outstanding,Q:3P:3P:1:1:C:A:A:DKK:A:A:A:A:A:I,2018-Q1,3661.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,EGP,Egyptian Pound,Amounts outstanding,Q:3P:3P:1:1:C:A:A:EGP:A:A:A:A:A:I,2018-Q1,2959.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,ESP,Spanish Peseta,Amounts outstanding,Q:3P:3P:1:1:C:A:A:ESP:A:A:A:A:A:I,2018-Q1,638.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,EUR,Euro,Amounts outstanding,Q:3P:3P:1:1:C:A:A:EUR:A:A:A:A:A:I,2018-Q1,9539543.0
Quarterly,All countries excluding residents,All countries excluding residents,International markets,All currencies,FIM,Finnish Markka,Amounts outstanding,Q:3P:3P:1:1:C:A:A:FIM:A:A:A:A:A:I,2018-Q1,197.0
