Measure,CBS_BANK_TYPE,Remaining maturity,Currency type of booking location,Counterparty sector,Counterparty country,Series,Quaterlly_per_year,Amount_stocks_units
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4R:U:C:V:A:TO1:A:BE,2018-Q1,30405.444
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4R:U:C:V:A:TO1:A:BR,2018-Q1,9446.113
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4R:U:C:V:A:TO1:A:CA,2018-Q1,46054.475
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4R:U:C:V:A:TO1:A:CH,2018-Q1,34161.14
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4R:U:C:V:A:TO1:A:CN,2018-Q1,21521.514
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4R:U:C:V:A:TO1:A:DE,2018-Q1,205530.856
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4R:U:C:V:A:TO1:A:ES,2018-Q1,28737.44
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4R:U:C:V:A:TO1:A:GB,2018-Q1,677450.584
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4R:U:C:V:A:TO1:A:GR,2018-Q1,3886.236
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4R:U:C:V:A:TO1:A:IN,2018-Q1,3620.768
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4R:U:C:V:A:TO1:A:IT,2018-Q1,57798.729
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4R:U:C:V:A:TO1:A:MX,2018-Q1,14333.561
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4R:U:C:V:A:TO1:A:NL,2018-Q1,76071.498
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4R:U:C:V:A:TO1:A:SG,2018-Q1,14339.264
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4R:U:C:V:A:TO1:A:US,2018-Q1,425753.934
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4R:U:D:A:A:TO1:A:3P,2018-Q1,13856178.048
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4R:U:D:A:A:TO1:A:AT,2018-Q1,118437.605
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4R:U:D:A:A:TO1:A:AU,2018-Q1,224034.24
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4R:U:D:A:A:TO1:A:BE,2018-Q1,215670.161
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4R:U:D:A:A:TO1:A:BR,2018-Q1,149749.747
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4R:U:D:A:A:TO1:A:CA,2018-Q1,306071.421
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4R:U:D:A:A:TO1:A:CH,2018-Q1,282804.23
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4R:U:D:A:A:TO1:A:CN,2018-Q1,514868.764
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4R:U:D:A:A:TO1:A:DE,2018-Q1,836703.995
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4R:U:D:A:A:TO1:A:ES,2018-Q1,305482.265
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4R:U:D:A:A:TO1:A:GB,2018-Q1,952955.273
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4R:U:D:A:A:TO1:A:GR,2018-Q1,28383.336
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4R:U:D:A:A:TO1:A:IN,2018-Q1,160569.341
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4R:U:D:A:A:TO1:A:IT,2018-Q1,339191.292
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4R:U:D:A:A:TO1:A:MX,2018-Q1,81538.874
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4R:U:D:A:A:TO1:A:NL,2018-Q1,435441.406
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4R:U:D:A:A:TO1:A:SG,2018-Q1,173372.72
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4R:U:D:A:A:TO1:A:US,2018-Q1,2835925.603
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4R:U:W:A:A:TO1:A:3P,2018-Q1,3334791.377
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4R:U:W:A:A:TO1:A:AT,2018-Q1,22367.249
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4R:U:W:A:A:TO1:A:AU,2018-Q1,51144.076
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4R:U:W:A:A:TO1:A:BE,2018-Q1,39653.642
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4R:U:W:A:A:TO1:A:BR,2018-Q1,50246.624
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4R:U:W:A:A:TO1:A:CA,2018-Q1,46881.154
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4R:U:W:A:A:TO1:A:CH,2018-Q1,101224.284
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4R:U:W:A:A:TO1:A:CN,2018-Q1,86704.908
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4R:U:W:A:A:TO1:A:DE,2018-Q1,217423.716
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4R:U:W:A:A:TO1:A:ES,2018-Q1,84452.1
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4R:U:W:A:A:TO1:A:GB,2018-Q1,363373.14
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4R:U:W:A:A:TO1:A:GR,2018-Q1,5907.947
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4R:U:W:A:A:TO1:A:IN,2018-Q1,22092.983
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4R:U:W:A:A:TO1:A:IT,2018-Q1,173802.631
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4R:U:W:A:A:TO1:A:MX,2018-Q1,38272.41
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4R:U:W:A:A:TO1:A:NL,2018-Q1,109671.368
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4R:U:W:A:A:TO1:A:SG,2018-Q1,47147.274
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4R:U:W:A:A:TO1:A:US,2018-Q1,549712.821
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4R:U:X:A:A:TO1:A:3P,2018-Q1,4791781.829
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4R:U:X:A:A:TO1:A:AT,2018-Q1,32140.711
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4R:U:X:A:A:TO1:A:AU,2018-Q1,82219.42
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4R:U:X:A:A:TO1:A:BE,2018-Q1,73478.769
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4R:U:X:A:A:TO1:A:BR,2018-Q1,49978.348
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4R:U:X:A:A:TO1:A:CA,2018-Q1,131949.841
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4R:U:X:A:A:TO1:A:CH,2018-Q1,79347.875
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4R:U:X:A:A:TO1:A:CN,2018-Q1,55471.151
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4R:U:X:A:A:TO1:A:DE,2018-Q1,264604.307
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4R:U:X:A:A:TO1:A:ES,2018-Q1,58662.608
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4R:U:X:A:A:TO1:A:GB,2018-Q1,451860.696
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4R:U:X:A:A:TO1:A:GR,2018-Q1,2514.579
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4R:U:X:A:A:TO1:A:IN,2018-Q1,29653.736
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4R:U:X:A:A:TO1:A:IT,2018-Q1,87339.766
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4R:U:X:A:A:TO1:A:MX,2018-Q1,63588.043
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4R:U:X:A:A:TO1:A:NL,2018-Q1,128482.112
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4R:U:X:A:A:TO1:A:SG,2018-Q1,58357.121
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4R:U:X:A:A:TO1:A:US,2018-Q1,1512791.75
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4R:U:B:A:A:TO1:A:3P,2018-Q2,12733371.153
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4R:U:B:A:A:TO1:A:AT,2018-Q2,83998.041
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4R:U:B:A:A:TO1:A:AU,2018-Q2,246522.273
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4R:U:B:A:A:TO1:A:BE,2018-Q2,323485.602
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4R:U:B:A:A:TO1:A:BR,2018-Q2,205621.612
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4R:U:B:A:A:TO1:A:CA,2018-Q2,159862.153
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4R:U:B:A:A:TO1:A:CH,2018-Q2,105140.655
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4R:U:B:A:A:TO1:A:CN,2018-Q2,337182.421
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4R:U:B:A:A:TO1:A:DE,2018-Q2,692238.486
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4R:U:B:A:A:TO1:A:ES,2018-Q2,105977.688
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4R:U:B:A:A:TO1:A:GB,2018-Q2,1397603.084
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4R:U:B:A:A:TO1:A:GR,2018-Q2,2607.261
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4R:U:B:A:A:TO1:A:IN,2018-Q2,122892.373
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4R:U:B:A:A:TO1:A:IT,2018-Q2,336486.668
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4R:U:B:A:A:TO1:A:MX,2018-Q2,258497.333
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4R:U:B:A:A:TO1:A:NL,2018-Q2,142193.008
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4R:U:B:A:A:TO1:A:SG,2018-Q2,266983.93
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4R:U:B:A:A:TO1:A:US,2018-Q2,3281367.238
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4R:U:C:A:A:TO1:A:3P,2018-Q2,26212087.654
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4R:U:C:A:A:TO1:A:AT,2018-Q2,189492.067
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4R:U:C:A:A:TO1:A:AU,2018-Q2,457670.513
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4R:U:C:A:A:TO1:A:BE,2018-Q2,524066.466
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4R:U:C:A:A:TO1:A:BR,2018-Q2,333210.024
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4R:U:C:A:A:TO1:A:CA,2018-Q2,457651.262
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4R:U:C:A:A:TO1:A:CH,2018-Q2,378205.812
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4R:U:C:A:A:TO1:A:CN,2018-Q2,825729.203
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4R:U:C:A:A:TO1:A:DE,2018-Q2,1542773.953
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4R:U:C:A:A:TO1:A:ES,2018-Q2,395397.53
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4R:U:C:A:A:TO1:A:GB,2018-Q2,2336228.143
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4R:U:C:A:A:TO1:A:GR,2018-Q2,31817.078
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4R:U:C:A:A:TO1:A:IN,2018-Q2,271181.684
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4R:U:C:A:A:TO1:A:IT,2018-Q2,664949.091
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4R:U:C:A:A:TO1:A:MX,2018-Q2,337126.729
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4R:U:C:A:A:TO1:A:NL,2018-Q2,550679.935
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4R:U:C:A:A:TO1:A:SG,2018-Q2,439907.574
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4R:U:C:A:A:TO1:A:US,2018-Q2,6015793.218
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4R:U:C:V:A:TO1:A:3P,2018-Q2,2209758.93
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4R:U:C:V:A:TO1:A:AT,2018-Q2,8540.135
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4R:U:C:V:A:TO1:A:AU,2018-Q2,30604.281
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4R:U:C:V:A:TO1:A:BE,2018-Q2,25476.023
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4R:U:C:V:A:TO1:A:BR,2018-Q2,9505.311
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4R:U:C:V:A:TO1:A:CA,2018-Q2,48038.201
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4R:U:C:V:A:TO1:A:CH,2018-Q2,29474.562
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4R:U:C:V:A:TO1:A:CN,2018-Q2,17511.498
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4R:U:C:V:A:TO1:A:DE,2018-Q2,176552.677
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4R:U:C:V:A:TO1:A:ES,2018-Q2,24815.561
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4R:U:C:V:A:TO1:A:GB,2018-Q2,677973.645
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4R:U:C:V:A:TO1:A:GR,2018-Q2,3602.949
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4R:U:C:V:A:TO1:A:IN,2018-Q2,4795.663
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4R:U:C:V:A:TO1:A:IT,2018-Q2,52877.439
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4R:U:C:V:A:TO1:A:MX,2018-Q2,13377.711
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4R:U:C:V:A:TO1:A:NL,2018-Q2,67903.22
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4R:U:C:V:A:TO1:A:SG,2018-Q2,13140.588
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4R:U:C:V:A:TO1:A:US,2018-Q2,414224.102
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4R:U:D:A:A:TO1:A:3P,2018-Q2,13478710.149
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4R:U:D:A:A:TO1:A:AT,2018-Q2,105494.026
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4R:U:D:A:A:TO1:A:AU,2018-Q2,211148.234
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4R:U:D:A:A:TO1:A:BE,2018-Q2,200579.853
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4R:U:D:A:A:TO1:A:BR,2018-Q2,127588.403
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4R:U:D:A:A:TO1:A:CA,2018-Q2,297789.098
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4R:U:D:A:A:TO1:A:CH,2018-Q2,273064.135
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4R:U:D:A:A:TO1:A:CN,2018-Q2,488546.777
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4R:U:D:A:A:TO1:A:DE,2018-Q2,850536.458
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4R:U:D:A:A:TO1:A:ES,2018-Q2,289420.845
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4R:U:D:A:A:TO1:A:GB,2018-Q2,938625.043
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4R:U:D:A:A:TO1:A:GR,2018-Q2,29209.817
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4R:U:D:A:A:TO1:A:IN,2018-Q2,148289.309
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4R:U:D:A:A:TO1:A:IT,2018-Q2,328461.413
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4R:U:D:A:A:TO1:A:MX,2018-Q2,78629.398
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4R:U:D:A:A:TO1:A:NL,2018-Q2,408486.909
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4R:U:D:A:A:TO1:A:SG,2018-Q2,172923.645
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4R:U:D:A:A:TO1:A:US,2018-Q2,2734425.949
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4R:U:W:A:A:TO1:A:3P,2018-Q2,3041869.734
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4R:U:W:A:A:TO1:A:AT,2018-Q2,21002.878
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4R:U:W:A:A:TO1:A:AU,2018-Q2,48143.11
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4R:U:W:A:A:TO1:A:BE,2018-Q2,37561.385
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4R:U:W:A:A:TO1:A:BR,2018-Q2,49554.769
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4R:U:W:A:A:TO1:A:CA,2018-Q2,47283.649
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4R:U:W:A:A:TO1:A:CH,2018-Q2,93645.314
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4R:U:W:A:A:TO1:A:CN,2018-Q2,90062.85
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4R:U:W:A:A:TO1:A:DE,2018-Q2,175766.54
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4R:U:W:A:A:TO1:A:ES,2018-Q2,73503.655
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4R:U:W:A:A:TO1:A:GB,2018-Q2,318706.586
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4R:U:W:A:A:TO1:A:GR,2018-Q2,5383.482
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4R:U:W:A:A:TO1:A:IN,2018-Q2,22355.353
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4R:U:W:A:A:TO1:A:IT,2018-Q2,149757.073
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4R:U:W:A:A:TO1:A:MX,2018-Q2,40811.214
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4R:U:W:A:A:TO1:A:NL,2018-Q2,99457.621
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4R:U:W:A:A:TO1:A:SG,2018-Q2,50895.771
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4R:U:W:A:A:TO1:A:US,2018-Q2,475635.137
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4R:U:X:A:A:TO1:A:3P,2018-Q2,4688249.873
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4R:U:X:A:A:TO1:A:AT,2018-Q2,30671.431
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4R:U:X:A:A:TO1:A:AU,2018-Q2,84739.27
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4R:U:X:A:A:TO1:A:BE,2018-Q2,69794.263
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4R:U:X:A:A:TO1:A:BR,2018-Q2,50922.585
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4R:U:X:A:A:TO1:A:CA,2018-Q2,131827.343
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4R:U:X:A:A:TO1:A:CH,2018-Q2,78080.049
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4R:U:X:A:A:TO1:A:CN,2018-Q2,51783.301
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4R:U:X:A:A:TO1:A:DE,2018-Q2,220800.826
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4R:U:X:A:A:TO1:A:ES,2018-Q2,57327.814
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4R:U:X:A:A:TO1:A:GB,2018-Q2,434204.398
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4R:U:X:A:A:TO1:A:GR,2018-Q2,2137.224
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4R:U:X:A:A:TO1:A:IN,2018-Q2,30910.928
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4R:U:X:A:A:TO1:A:IT,2018-Q2,79346.332
Amounts outstanding / Stocks,4R,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4R:U:X:A:A:TO1:A:MX,2018-Q2,65378.484
