Measure,CBS_BANK_TYPE,Remaining maturity,Currency type of booking location,Counterparty sector,Counterparty country,Series,Quaterlly_per_year,Amount_stocks_units
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,United States,Q:S:5A:4O:F:I:A:A:TO1:R:US,2018-Q2,1639804.309
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:A:3P,2018-Q3,17641230.532
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4O:F:I:A:A:TO1:A:AT,2018-Q3,140462.361
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4O:F:I:A:A:TO1:A:AU,2018-Q3,281982.622
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4O:F:I:A:A:TO1:A:BE,2018-Q3,224054.884
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4O:F:I:A:A:TO1:A:BR,2018-Q3,124009.32
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4O:F:I:A:A:TO1:A:CA,2018-Q3,318708.616
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4O:F:I:A:A:TO1:A:CH,2018-Q3,309270.255
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4O:F:I:A:A:TO1:A:CN,2018-Q3,967788.748
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4O:F:I:A:A:TO1:A:DE,2018-Q3,790207.708
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4O:F:I:A:A:TO1:A:ES,2018-Q3,321189.158
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:A:GB,2018-Q3,1504985.867
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4O:F:I:A:A:TO1:A:GR,2018-Q3,51623.302
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4O:F:I:A:A:TO1:A:IN,2018-Q3,154004.001
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4O:F:I:A:A:TO1:A:IT,2018-Q3,451960.908
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4O:F:I:A:A:TO1:A:MX,2018-Q3,133019.778
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:A:NL,2018-Q3,538981.101
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4O:F:I:A:A:TO1:A:SG,2018-Q3,330444.723
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4O:F:I:A:A:TO1:A:US,2018-Q3,2757009.201
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:B:3P,2018-Q3,4526252.555
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Austria,Q:S:5A:4O:F:I:A:A:TO1:B:AT,2018-Q3,44738.037
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Australia,Q:S:5A:4O:F:I:A:A:TO1:B:AU,2018-Q3,119306.099
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Belgium,Q:S:5A:4O:F:I:A:A:TO1:B:BE,2018-Q3,72649.274
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Brazil,Q:S:5A:4O:F:I:A:A:TO1:B:BR,2018-Q3,24640.711
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Canada,Q:S:5A:4O:F:I:A:A:TO1:B:CA,2018-Q3,122560.436
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Switzerland,Q:S:5A:4O:F:I:A:A:TO1:B:CH,2018-Q3,69090.06
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",China,Q:S:5A:4O:F:I:A:A:TO1:B:CN,2018-Q3,493837.331
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Germany,Q:S:5A:4O:F:I:A:A:TO1:B:DE,2018-Q3,222215.707
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Spain,Q:S:5A:4O:F:I:A:A:TO1:B:ES,2018-Q3,100169.652
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:B:GB,2018-Q3,659702.816
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Greece,Q:S:5A:4O:F:I:A:A:TO1:B:GR,2018-Q3,19724.049
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",India,Q:S:5A:4O:F:I:A:A:TO1:B:IN,2018-Q3,46026.011
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Italy,Q:S:5A:4O:F:I:A:A:TO1:B:IT,2018-Q3,97347.64
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Mexico,Q:S:5A:4O:F:I:A:A:TO1:B:MX,2018-Q3,7843.395
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Netherlands,Q:S:5A:4O:F:I:A:A:TO1:B:NL,2018-Q3,140892.422
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Singapore,Q:S:5A:4O:F:I:A:A:TO1:B:SG,2018-Q3,84795.443
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",United States,Q:S:5A:4O:F:I:A:A:TO1:B:US,2018-Q3,392288.94
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:F:3P,2018-Q3,4184419.718
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Austria,Q:S:5A:4O:F:I:A:A:TO1:F:AT,2018-Q3,4486.578
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Australia,Q:S:5A:4O:F:I:A:A:TO1:F:AU,2018-Q3,35180.17
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Belgium,Q:S:5A:4O:F:I:A:A:TO1:F:BE,2018-Q3,11653.819
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Brazil,Q:S:5A:4O:F:I:A:A:TO1:F:BR,2018-Q3,5958.057
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Canada,Q:S:5A:4O:F:I:A:A:TO1:F:CA,2018-Q3,59808.007
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Switzerland,Q:S:5A:4O:F:I:A:A:TO1:F:CH,2018-Q3,24793.279
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,China,Q:S:5A:4O:F:I:A:A:TO1:F:CN,2018-Q3,62509.88
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Germany,Q:S:5A:4O:F:I:A:A:TO1:F:DE,2018-Q3,86370.26
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Spain,Q:S:5A:4O:F:I:A:A:TO1:F:ES,2018-Q3,21271.701
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:F:GB,2018-Q3,437592.039
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Greece,Q:S:5A:4O:F:I:A:A:TO1:F:GR,2018-Q3,375.141
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,India,Q:S:5A:4O:F:I:A:A:TO1:F:IN,2018-Q3,16102.47
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Italy,Q:S:5A:4O:F:I:A:A:TO1:F:IT,2018-Q3,136419.485
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Mexico,Q:S:5A:4O:F:I:A:A:TO1:F:MX,2018-Q3,8953.11
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:F:NL,2018-Q3,141078.479
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Singapore,Q:S:5A:4O:F:I:A:A:TO1:F:SG,2018-Q3,35962.592
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,United States,Q:S:5A:4O:F:I:A:A:TO1:F:US,2018-Q3,719942.399
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:O:3P,2018-Q3,3027773.389
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Austria,Q:S:5A:4O:F:I:A:A:TO1:O:AT,2018-Q3,47649.974
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Australia,Q:S:5A:4O:F:I:A:A:TO1:O:AU,2018-Q3,30004.331
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Belgium,Q:S:5A:4O:F:I:A:A:TO1:O:BE,2018-Q3,62912.788
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Brazil,Q:S:5A:4O:F:I:A:A:TO1:O:BR,2018-Q3,32818.801
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Canada,Q:S:5A:4O:F:I:A:A:TO1:O:CA,2018-Q3,50106.308
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Switzerland,Q:S:5A:4O:F:I:A:A:TO1:O:CH,2018-Q3,68148.134
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,China,Q:S:5A:4O:F:I:A:A:TO1:O:CN,2018-Q3,88760.042
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Germany,Q:S:5A:4O:F:I:A:A:TO1:O:DE,2018-Q3,294488.941
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Spain,Q:S:5A:4O:F:I:A:A:TO1:O:ES,2018-Q3,129809.278
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:O:GB,2018-Q3,50303.575
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Greece,Q:S:5A:4O:F:I:A:A:TO1:O:GR,2018-Q3,19975.838
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,India,Q:S:5A:4O:F:I:A:A:TO1:O:IN,2018-Q3,7532.792
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Italy,Q:S:5A:4O:F:I:A:A:TO1:O:IT,2018-Q3,164125.905
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Mexico,Q:S:5A:4O:F:I:A:A:TO1:O:MX,2018-Q3,34462.665
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:O:NL,2018-Q3,52208.755
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Singapore,Q:S:5A:4O:F:I:A:A:TO1:O:SG,2018-Q3,40174.977
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,United States,Q:S:5A:4O:F:I:A:A:TO1:O:US,2018-Q3,700196.87
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:R:3P,2018-Q3,10033419.659
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Austria,Q:S:5A:4O:F:I:A:A:TO1:R:AT,2018-Q3,48068.885
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Australia,Q:S:5A:4O:F:I:A:A:TO1:R:AU,2018-Q3,132634.617
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Belgium,Q:S:5A:4O:F:I:A:A:TO1:R:BE,2018-Q3,88003.234
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Brazil,Q:S:5A:4O:F:I:A:A:TO1:R:BR,2018-Q3,66190.802
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Canada,Q:S:5A:4O:F:I:A:A:TO1:R:CA,2018-Q3,146098.417
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Switzerland,Q:S:5A:4O:F:I:A:A:TO1:R:CH,2018-Q3,170565.819
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,China,Q:S:5A:4O:F:I:A:A:TO1:R:CN,2018-Q3,369843.757
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Germany,Q:S:5A:4O:F:I:A:A:TO1:R:DE,2018-Q3,273517.088
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Spain,Q:S:5A:4O:F:I:A:A:TO1:R:ES,2018-Q3,91007.701
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:R:GB,2018-Q3,791407.8
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Greece,Q:S:5A:4O:F:I:A:A:TO1:R:GR,2018-Q3,11914.593
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,India,Q:S:5A:4O:F:I:A:A:TO1:R:IN,2018-Q3,100410.756
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Italy,Q:S:5A:4O:F:I:A:A:TO1:R:IT,2018-Q3,193064.216
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Mexico,Q:S:5A:4O:F:I:A:A:TO1:R:MX,2018-Q3,90923.388
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:R:NL,2018-Q3,343724.509
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Singapore,Q:S:5A:4O:F:I:A:A:TO1:R:SG,2018-Q3,204337.407
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,United States,Q:S:5A:4O:F:I:A:A:TO1:R:US,2018-Q3,1662317.12
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:A:3P,2018-Q4,17395051.463
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4O:F:I:A:A:TO1:A:AT,2018-Q4,130947.242
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4O:F:I:A:A:TO1:A:AU,2018-Q4,275236.574
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4O:F:I:A:A:TO1:A:BE,2018-Q4,197450.501
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4O:F:I:A:A:TO1:A:BR,2018-Q4,130987.081
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4O:F:I:A:A:TO1:A:CA,2018-Q4,320408.194
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4O:F:I:A:A:TO1:A:CH,2018-Q4,285964.98
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4O:F:I:A:A:TO1:A:CN,2018-Q4,961783.499
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4O:F:I:A:A:TO1:A:DE,2018-Q4,722924.102
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4O:F:I:A:A:TO1:A:ES,2018-Q4,312605.754
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:A:GB,2018-Q4,1417466.687
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4O:F:I:A:A:TO1:A:GR,2018-Q4,51841.386
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4O:F:I:A:A:TO1:A:IN,2018-Q4,150267.345
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4O:F:I:A:A:TO1:A:IT,2018-Q4,456387.25
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4O:F:I:A:A:TO1:A:MX,2018-Q4,134656.93
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:A:NL,2018-Q4,502316.098
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4O:F:I:A:A:TO1:A:SG,2018-Q4,336488.887
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4O:F:I:A:A:TO1:A:US,2018-Q4,2756522.284
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:B:3P,2018-Q4,4276900.042
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Austria,Q:S:5A:4O:F:I:A:A:TO1:B:AT,2018-Q4,39489.223
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Australia,Q:S:5A:4O:F:I:A:A:TO1:B:AU,2018-Q4,116380.107
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Belgium,Q:S:5A:4O:F:I:A:A:TO1:B:BE,2018-Q4,47847.991
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Brazil,Q:S:5A:4O:F:I:A:A:TO1:B:BR,2018-Q4,24054.533
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Canada,Q:S:5A:4O:F:I:A:A:TO1:B:CA,2018-Q4,120609.781
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Switzerland,Q:S:5A:4O:F:I:A:A:TO1:B:CH,2018-Q4,69708.898
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",China,Q:S:5A:4O:F:I:A:A:TO1:B:CN,2018-Q4,491719.376
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Germany,Q:S:5A:4O:F:I:A:A:TO1:B:DE,2018-Q4,211933.554
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Spain,Q:S:5A:4O:F:I:A:A:TO1:B:ES,2018-Q4,91203.608
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:B:GB,2018-Q4,597938.928
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Greece,Q:S:5A:4O:F:I:A:A:TO1:B:GR,2018-Q4,20661.058
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",India,Q:S:5A:4O:F:I:A:A:TO1:B:IN,2018-Q4,41598.349
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Italy,Q:S:5A:4O:F:I:A:A:TO1:B:IT,2018-Q4,82473.854
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Mexico,Q:S:5A:4O:F:I:A:A:TO1:B:MX,2018-Q4,8642.082
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Netherlands,Q:S:5A:4O:F:I:A:A:TO1:B:NL,2018-Q4,123570.481
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Singapore,Q:S:5A:4O:F:I:A:A:TO1:B:SG,2018-Q4,87926.177
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",United States,Q:S:5A:4O:F:I:A:A:TO1:B:US,2018-Q4,368515.362
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:F:3P,2018-Q4,4278828.504
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Austria,Q:S:5A:4O:F:I:A:A:TO1:F:AT,2018-Q4,4028.868
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Australia,Q:S:5A:4O:F:I:A:A:TO1:F:AU,2018-Q4,35533.043
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Belgium,Q:S:5A:4O:F:I:A:A:TO1:F:BE,2018-Q4,15584.573
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Brazil,Q:S:5A:4O:F:I:A:A:TO1:F:BR,2018-Q4,6384.326
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Canada,Q:S:5A:4O:F:I:A:A:TO1:F:CA,2018-Q4,60254.635
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Switzerland,Q:S:5A:4O:F:I:A:A:TO1:F:CH,2018-Q4,25877.395
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,China,Q:S:5A:4O:F:I:A:A:TO1:F:CN,2018-Q4,61129.724
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Germany,Q:S:5A:4O:F:I:A:A:TO1:F:DE,2018-Q4,85794.221
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Spain,Q:S:5A:4O:F:I:A:A:TO1:F:ES,2018-Q4,18905.618
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:F:GB,2018-Q4,421467.616
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Greece,Q:S:5A:4O:F:I:A:A:TO1:F:GR,2018-Q4,545.67
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,India,Q:S:5A:4O:F:I:A:A:TO1:F:IN,2018-Q4,16050.595
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Italy,Q:S:5A:4O:F:I:A:A:TO1:F:IT,2018-Q4,157341.525
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Mexico,Q:S:5A:4O:F:I:A:A:TO1:F:MX,2018-Q4,8657.48
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:F:NL,2018-Q4,132278.888
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Singapore,Q:S:5A:4O:F:I:A:A:TO1:F:SG,2018-Q4,36453.498
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,United States,Q:S:5A:4O:F:I:A:A:TO1:F:US,2018-Q4,746037.633
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:O:3P,2018-Q4,3032265.826
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Austria,Q:S:5A:4O:F:I:A:A:TO1:O:AT,2018-Q4,46209.685
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Australia,Q:S:5A:4O:F:I:A:A:TO1:O:AU,2018-Q4,28550.303
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Belgium,Q:S:5A:4O:F:I:A:A:TO1:O:BE,2018-Q4,61563.448
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Brazil,Q:S:5A:4O:F:I:A:A:TO1:O:BR,2018-Q4,38235.304
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Canada,Q:S:5A:4O:F:I:A:A:TO1:O:CA,2018-Q4,53784.184
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Switzerland,Q:S:5A:4O:F:I:A:A:TO1:O:CH,2018-Q4,48087.28
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,China,Q:S:5A:4O:F:I:A:A:TO1:O:CN,2018-Q4,108520.989
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Germany,Q:S:5A:4O:F:I:A:A:TO1:O:DE,2018-Q4,260715.955
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Spain,Q:S:5A:4O:F:I:A:A:TO1:O:ES,2018-Q4,126221.691
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:O:GB,2018-Q4,58955.733
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Greece,Q:S:5A:4O:F:I:A:A:TO1:O:GR,2018-Q4,18899.204
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,India,Q:S:5A:4O:F:I:A:A:TO1:O:IN,2018-Q4,8892.147
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Italy,Q:S:5A:4O:F:I:A:A:TO1:O:IT,2018-Q4,163562.869
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Mexico,Q:S:5A:4O:F:I:A:A:TO1:O:MX,2018-Q4,31811.553
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:O:NL,2018-Q4,50874.108
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Singapore,Q:S:5A:4O:F:I:A:A:TO1:O:SG,2018-Q4,43700.83
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,United States,Q:S:5A:4O:F:I:A:A:TO1:O:US,2018-Q4,727759.435
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:R:3P,2018-Q4,10009285.627
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Austria,Q:S:5A:4O:F:I:A:A:TO1:R:AT,2018-Q4,45246.705
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Australia,Q:S:5A:4O:F:I:A:A:TO1:R:AU,2018-Q4,130253.925
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Belgium,Q:S:5A:4O:F:I:A:A:TO1:R:BE,2018-Q4,87840.038
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Brazil,Q:S:5A:4O:F:I:A:A:TO1:R:BR,2018-Q4,68377.458
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Canada,Q:S:5A:4O:F:I:A:A:TO1:R:CA,2018-Q4,146012.132
